  1148.6  12.246   1.2 
  1149.8  12.203   1.2 
  1151.0  12.154   1.2 
  1152.2  12.198   1.2 
  1153.4  12.242   1.2 
  1154.6  12.254   1.2 
  1155.8  12.201   1.2 
  1157.0  12.144   1.2 
  1158.2  12.129   1.0 
  1159.2  12.133   1.2 
  1160.4  12.162   1.2 
  1161.6  12.152   1.2 
  1162.8  12.194   1.2 
  1164.0  12.148   1.2 
  1165.2  12.135   1.2 
  1166.4  12.137   1.2 
  1167.6  12.162   1.2 
  1168.8  12.176   1.0 
  1169.8  12.165   1.2 
  1171.0  12.155   1.2 
  1172.2  12.248   1.2 
  1173.4  12.298   1.2 
  1174.6  12.338   1.2 
  1175.8   12.36   1.2 
  1177.0  12.313   1.2 
  1178.2  12.289   1.2 
  1179.4  12.284   1.2 
  1180.6  12.257   1.0 
  1181.6   12.25   1.2 
  1182.8  12.212   1.2 
  1184.0  12.211   1.2 
  1185.2  12.178   1.2 
  1186.4  12.146   1.2 
  1187.6  12.203   1.2 
  1188.8  12.222   1.2 
  1190.0  12.222   1.2 
  1191.2  12.284   1.2 
  1192.4  12.308   1.0 
  1193.4    12.3   1.2 
  1194.6  12.325   1.2 
  1195.8  12.349   1.2 
  1197.0  12.371   1.2 
  1198.2  12.394   1.2 
  1199.4  12.417   1.2 
  1200.6  12.403   1.2 
  1201.8  12.406   1.2 
  1203.0  12.439   1.2 
  1204.2  12.486   1.0 
  1205.2   12.57   1.2 
  1206.4  12.645   1.2 
  1207.6  12.655   1.2 
  1208.8  12.513   1.2 
  1210.0  12.462   1.2 
  1211.2  12.445   1.2 
  1212.4  12.381   1.2 
  1213.6  12.345   1.2 
  1214.8  12.389   1.2 
  1216.0  12.451   1.0 
  1217.0  12.526   1.2 
  1218.2  12.634   1.2 
  1219.4  12.736   1.2 
  1220.6  12.834   1.2 
  1221.8  12.875   1.2 
  1223.0  12.853   1.2 
  1224.2  12.735   1.2 
  1225.4  12.615   1.2 
  1226.6  12.545   1.2 
  1227.8   12.49   1.0 
  1228.8  12.464   1.2 
  1230.0  12.412   1.2 
  1231.2  12.327   1.2 
  1232.4  12.286   1.2 
  1233.6  12.243   1.2 
  1234.8  12.219   1.2 
  1236.0  12.254   1.2 
  1237.2  12.223   1.2 
  1238.4  12.184   1.2 
  1239.6  12.209   1.0 
  1240.6  12.205   1.2 
  1241.8   12.17   1.2 
  1243.0  12.188   1.2 
  1244.2   12.15   1.2 
  1245.4  12.149   1.2 
  1246.6  12.185   1.2 
  1247.8  12.196   1.2 
  1249.0   12.22   1.2 
  1250.2  12.177   1.2 
  1251.4  12.175   1.0 
  1252.4  12.204   1.2 
  1253.6  12.201   1.2 
  1254.8   12.18   1.2 
  1256.0  12.181   1.2 
  1257.2  12.183   1.2 
  1258.4  12.198   1.2 
  1259.6  12.273   1.2 
  1260.8   12.28   1.2 
  1262.0  12.207   1.2 
  1263.2  12.204   1.0 
  1264.2  12.199   1.2 
  1265.4  12.182   1.2 
  1266.6  12.247   1.2 
  1267.8  12.196   1.2 
  1269.0  12.177   1.2 
  1270.2  12.158   1.2 
  1271.4  12.179   1.2 
  1272.6  12.211   1.2 
  1273.8  12.252   1.2 
  1275.0  12.179   1.0 
  1276.0  12.134   1.2 
  1277.2  12.163   1.2 
  1278.4  12.199   1.2 
  1279.6  12.177   1.2 
  1280.8  12.162   1.2 
  1282.0  12.191   1.2 
  1283.2  12.191   1.2 
  1284.4  12.181   1.2 
  1285.6  12.194   1.2 
  1286.8  12.148   1.0 
  1287.8  12.164   1.2 
  1289.0  12.189   1.2 
  1290.2  12.176   1.2 
  1291.4  12.184   1.2 
  1292.6  12.222   1.2 
  1293.8  12.228   1.2 
  1295.0  12.264   1.2 
  1296.2  12.253   1.2 
  1297.4  12.238   1.2 
  1298.6  12.261   1.0 
  1299.6   12.29   1.2 
  1300.8  12.262   1.2 
  1302.0  12.268   1.2 
  1303.2  12.237   1.2 
  1304.4  12.216   1.2 
  1305.6  12.235   1.2 
  1306.8  12.221   1.2 
  1308.0   12.22   1.2 
  1309.2  12.175   1.2 
  1310.4  12.135   1.0 
  1311.4  12.126   1.2 
  1312.6  12.145   1.2 
  1313.8  12.147   1.2 
  1315.0  12.186   1.2 
  1316.2   12.19   1.2 
  1317.4  12.134   1.2 
  1318.6  12.172   1.2 
  1319.8  12.171   1.2 
  1321.0  12.175   1.0 
  1322.0  12.169   1.2 
  1323.2  12.184   1.2 
  1324.4   12.18   1.2 
  1325.6  12.176   1.2 
  1326.8  12.152   1.2 
  1328.0  12.171   1.2 
  1329.2  12.153   1.2 
  1330.4  12.184   1.2 
  1331.6  12.224   1.2 
  1332.8  12.212   1.0 
  1333.8  12.199   1.2 
  1335.0  12.265   1.2 
  1336.2  12.308   1.2 
  1337.4  12.267   1.2 
  1338.6  12.244   1.2 
  1339.8  12.196   1.2 
  1341.0  12.199   1.2 
  1342.2  12.232   1.2 
  1343.4  12.227   1.2 
  1344.6  12.217   1.0 
  1345.6  12.212   1.2 
  1346.8  12.219   1.2 
  1348.0  12.211   1.2 
  1349.2  12.199   1.2 
  1350.4  12.176   1.2 
  1351.6  12.177   1.2 
  1352.8  12.174   1.2 
  1354.0  12.153   1.2 
  1355.2   12.15   1.2 
  1356.4  12.146   1.0 
  1357.4  12.154   1.2 
  1358.6  12.158   1.2 
  1359.8   12.18   1.2 
  1361.0  12.211   1.2 
  1362.2  12.184   1.2 
  1363.4  12.168   1.2 
  1364.6  12.214   1.2 
  1365.8  12.227   1.2 
  1367.0  12.238   1.2 
  1368.2  12.267   1.0 
  1369.2  12.254   1.2 
  1370.4  12.213   1.2 
  1371.6   12.19   1.2 
  1372.8  12.176   1.2 
  1374.0  12.206   1.2 
  1375.2  12.251   1.2 
  1376.4  12.242   1.2 
  1377.6  12.222   1.2 
  1378.8   12.22   1.2 
  1380.0  12.247   1.0 
  1381.0   12.29   1.2 
  1382.2  12.264   1.2 
  1383.4  12.236   1.2 
  1384.6  12.243   1.2 
  1385.8  12.246   1.2 
  1387.0  12.233   1.2 
